Nationality,Location,StartDate,EndDate,MinDeaths,MaxDeaths,DeathsOverride,DeathsFinal,AirRate,CivilianRate,IntentionalRate,Tags,AirForce,Notes,Sources,
Germany,"Darmstadt, Germany",9/11/44,9/12/44,11,12,,11500.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriff_auf_Darmstadt,
Germany,"Heilbronn, Germany",9/10/44,9/10/44,281,281,,281.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Heilbronn,
Germany,"Bremen, Germany",8/30/44,8/30/44,34,34,,34.0,1,1,1,air-firebomb,USAAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Lubeck, Germany",8/25/44,8/25/44,110,110,,110.0,1,1,1,air-firebomb,USAAF,,,
Germany,"Lubeck, Germany",3/28/42,3/29/42,301,1,,650.5,,,1,air-firebomb,RAF,,http://ww2db.com/battle_spec.php?battle_id=55,
Germany,"Bremen, Germany",8/18/44,8/19/44,"1,053","1,053",,1053.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Bremen#Luftangriffe,
Germany,"Anklam, Germany",8/4/44,8/4/44,26,26,,26.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Anklam,
Germany,"Hildesheim, Germany",7/29/44,7/29/44,34,34,,34.0,1,1,1,air-firebomb,,,,
Germany,"Bremen, Germany",7/29/44,7/29/44,167,167,,167.0,1,1,1,air-firebomb,USAAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Stuttgart, Germany",7/25/44,7/25/44,884,884,,884.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Stuttgart,
Germany,"Duren, Germany",7/19/44,7/21/44,135,135,,135.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_D%C3%BCren,
Germany,"Koblenz, Germany",7/19/44,7/19/44,74,74,,74.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Koblenz,
Germany,"Hameln, Germany",7/7/44,7/7/44,19,20,,19.5,1,1,1,air-firebomb,,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hameln,
Germany,"Duren, Germany",7/6/44,7/6/44,23,23,,23.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_D%C3%BCren,
Germany,"Bremen, Germany",6/24/44,6/24/44,115,115,,115.0,1,1,1,air-firebomb,RAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Hannover, Germany",6/18/44,6/18/44,31,31,,31.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hannover,
Germany,"Munich, Germany",4/24/44,4/25/44,136,136,,136.0,1,1,1,air-firebomb,,,http://de.wikipedia.org/wiki/Luftangriffe_auf_M%C3%BCnchen,
Germany,"Dusseldorf, Germany",4/22/44,4/23/44,748,748,,748.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_D%C3%BCsseldorf,
Germany,"Koblenz, Germany",4/22/44,4/22/44,115,115,,115.0,1,1,1,air-firebomb,USAAF,,,
Germany,"Koblenz, Germany",4/19/44,4/19/44,21,21,,21.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Koblenz,
Germany,"Nuremberg, Germany",4/10/44,4/10/44,82,82,,82.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_N%C3%BCrnberg,
Germany,"Nuremberg, Germany",3/31/44,3/31/44,74,74,,74.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_N%C3%BCrnberg,
Germany,"Frankfurt aM, Germany",3/18/44,3/19/44,421,421,,421.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Frankfurt_am_Main,
Germany,"Stuttgart, Germany",3/15/44,3/16/44,88,88,,88.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Stuttgart,
Germany,"Stuttgart, Germany",3/2/44,3/2/44,121,121,,121.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Stuttgart,
Germany,"Augsburg, Germany",2/25/44,2/26/44,730,730,,730.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Augsburg,
Germany,"Nuremberg, Germany",2/25/44,2/25/44,138,138,,138.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_N%C3%BCrnberg,
Germany,"Stuttgart, Germany",2/21/44,2/22/44,159,159,,159.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Stuttgart,
Germany,"Leipzig, Germany",2/20/44,2/20/44,970,970,,970.0,1,1,1,air-firebomb,USAAF/RAF,Big Week,http://de.wikipedia.org/wiki/Operation_Haddock,
Germany,"Berlin, Germany",2/15/44,2/16/44,1,2,,1500.0,1,1,1,air-firebomb,RAF,Battle of Berlin,,
Germany,"Hannover, Germany",1/11/44,1/11/44,28,28,,28.0,1,1,1,air-firebomb,LUFTW(Acc),,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hannover,
Germany,"Bremen, Germany",12/13/43,12/20/43,185,185,,185.0,1,1,1,air-firebomb,USAAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Leipzig, Germany",12/4/43,12/4/43,"1,8","1,89",,1845.0,1,1,1,air-firebomb,RAF,Haddock,http://de.wikipedia.org/wiki/Operation_Haddock,
Germany,"Berlin, Germany",11/22/43,11/23/43,2,3,,2500.0,1,1,1,air-firebomb,RAF,Battle of Berlin,http://www.saak.nl/battlefield%20tour/2008%20berlin/berlin%20history/berlin1943/berlin1943%20en.htm,
Germany,"Dusseldorf, Germany",11/3/43,11/4/43,622,622,,622.0,1,1,1,air-firebomb,RAF,,,
Germany,"Kassel, Germany",10/22/43,10/23/43,10,11,,10500.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriff_auf_Kassel_am_22._Oktober_1943#Die_Folgen,
Germany,"Hannover, Germany",10/18/43,10/18/43,157,157,,157.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hannover,
Germany,"Hannover, Germany",10/9/43,10/9/43,"1,245","1,245",,1245.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hannover,
Germany,"Anklam, Germany",10/9/43,10/9/43,400,500,,450.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Anklam,
Germany,"Stuttgart, Germany",10/8/43,10/8/43,101,101,,101.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Stuttgart,
Germany,"Bremen, Germany",10/8/43,10/8/43,132,132,,132.0,1,1,1,air-firebomb,USAAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Frankfurt aM, Germany",10/4/43,10/4/43,529,529,,529.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Frankfurt_am_Main,
Germany,"Hannover, Germany",9/27/43,9/28/43,196,196,,196.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hannover,
Germany,"Hannover, Germany",9/22/43,9/23/43,201,201,,201.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hannover,
Germany,"Stuttgart, Germany",9/6/43,9/6/43,107,107,,107.0,1,1,1,air-firebomb,USAAF,,,
Germany,"Vienna, Germany",8/13/43,8/13/43,181,181,,181.0,1,1,1,air-firebomb,USAAF,,http://www.wien-vienna.at/geschichte.php?ID=158,
Germany,"Nuremberg, Germany",8/10/43,8/11/43,585,585,,585.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_N%C3%BCrnberg,
Germany,"Remscheid, Germany",7/30/43,7/31/43,"1,2","1,2",,1200.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_das_Ruhrgebiet,
Germany,"Hannover, Germany",7/26/43,7/26/43,273,273,,273.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hannover,
Germany,"Hamburg, Germany",7/24/43,7/30/43,30,34,,32000.0,1,1,1,air-firebomb,RAF/USAAF,Gomorrah,http://de.wikipedia.org/wiki/Feuersturm_von_Hamburg,
Germany,"Cologne, Germany",6/28/43,6/29/43,"4,377","4,5",,4438.5,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_das_Ruhrgebiet,
Germany,"Elberfeld, Germany",6/24/43,6/24/43,"1,9","1,9",,1900.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Wuppertal,
Germany,"Marl, Germany",6/22/43,6/22/43,180,180,,180.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_das_Ruhrgebiet,
Germany,"Dusseldorf, Germany",6/11/43,6/12/43,550,650,,600.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_D%C3%BCsseldorf,
Germany,"Wuppertal, Germany",5/29/43,5/30/43,"2,732","3,38",,3056.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Wuppertal,
Germany,"Ruhr Dams, Germany",5/17/43,5/17/43,"1,284","1,9",,1592.0,1,1,1,air-firebomb,RAF,Chastise,http://de.wikipedia.org/wiki/Luftangriffe_auf_das_Ruhrgebiet,
Germany,"Kiel, Germany",5/14/43,5/14/43,150,350,,250.0,1,1,1,air-firebomb,USAAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Kiel,
Germany,"Bochum, Germany",5/13/43,5/14/43,360,370,,365.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_das_Ruhrgebiet,
Germany,"Dortmund, Germany",5/4/43,5/5/43,690,690,,690.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_das_Ruhrgebiet,
Germany,"Stuttgart, Germany",4/15/43,4/15/43,619,619,,619.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Stuttgart,
Germany,"Bremen, Germany",3/18/43,3/18/43,129,129,,129.0,1,1,1,air-firebomb,USAAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Stuttgart, Germany",3/11/43,3/11/43,112,112,,112.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Stuttgart,
Germany,"Nuremberg, Germany",3/8/43,3/9/43,343,343,,343.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_N%C3%BCrnberg,
Germany,"Essen, Germany",3/5/43,3/5/43,457,461,,459.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_das_Ruhrgebiet,
Germany,"Nuremberg, Germany",2/25/43,2/26/43,27,27,,27.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_N%C3%BCrnberg,
Germany,"Berlin, Germany",1/16/43,3/30/43,200,600,,400.0,1,1,1,air-firebomb,RAF,,,
Germany,"Munich, Germany",9/19/42,9/19/42,30,30,,30.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_M%C3%BCnchen,
Germany,"Bremen, Germany",9/14/42,9/14/42,67,67,,67.0,1,1,1,air-firebomb,RAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Nuremberg, Germany",8/28/42,8/29/42,136,136,,136.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_N%C3%BCrnberg,
Germany,"Mainz, Germany",8/12/42,8/12/42,161,161,,161.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Geschichte_der_Stadt_Mainz#Mainz_im_Zweiten_Weltkrieg,
Germany,"Bremen, Germany",6/30/42,6/30/42,8,8,,8.0,1,1,1,air-firebomb,RAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Bremen, Germany",6/28/42,6/28/42,7,7,,7.0,1,1,1,air-firebomb,RAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Bremen, Germany",6/26/42,6/26/42,85,85,,85.0,1,1,1,air-firebomb,RAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Cologne, Germany",5/30/42,5/31/42,411,480,,445.5,1,1,1,air-firebomb,RAF,Millenium,,
Germany,"Heilbronn, Germany",5/7/42,5/7/42,7,7,,7.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Heilbronn,
Germany,"Augsburg, Germany",4/17/42,4/17/42,12,12,,12.0,1,1,1,air-firebomb,RAF,Margin,http://de.wikipedia.org/wiki/Luftangriffe_auf_Augsburg,
Germany,"Koblenz, Germany",4/6/42,4/6/42,12,12,,12.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Koblenz,
Germany,"Bremen, Germany",4/6/42,4/6/42,73,73,,73.0,1,1,1,air-firebomb,RAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Bremen, Germany",2/11/42,2/11/42,7,7,,7.0,1,1,1,air-firebomb,RAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Bremen, Germany",1/26/42,1/26/42,26,26,,26.0,1,1,1,air-firebomb,RAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Nuremberg, Germany",10/12/41,10/13/41,9,9,,9.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_N%C3%BCrnberg,
Germany,"Frankfurt aM, Germany",9/12/41,9/13/41,8,8,,8.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Frankfurt_am_Main,
Germany,"Hameln, Germany",6/13/41,6/13/41,29,29,,29.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hameln,
Germany,"Bremen, Germany",4/17/41,4/17/41,20,20,,20.0,1,1,1,air-firebomb,RAF,,http://www.historic.de/Bremen_im_Krieg/Bombenangriffe/Bombenangriffe1942.htm,
Germany,"Hannover, Germany",2/10/41,2/10/41,101,101,,101.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hannover,
Germany,"Hannover, Germany",5/19/40,5/19/40,19,19,,19.0,1,1,1,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Luftangriffe_auf_Hannover,
Germany,"Freiburg iB, Germany",5/10/40,5/10/40,57,57,,57.0,1,1,0,air-firebomb,RAF,,http://de.wikipedia.org/wiki/Bombenangriff_auf_Freiburg_am_10._Mai_1940,
Germany,,9/1/39,8/31/45,135000,142000,147000,138500.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Greece,,9/1/39,8/31/45,20,"35,1",,27550.0,,0,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Greece,,9/1/39,8/31/45,237,237,,237000.0,,1,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Greece,,9/1/39,8/31/45,59000,67000,67000,63000.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Hungary,,6/22/41,8/31/45,300,300,,300000.0,,0,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Hungary,,9/1/39,8/31/45,50000,50000,,50000.0,,1,,,,Tamos Stark of the Hungarian Academy of Sciences,http://en.wikipedia.org/wiki/World_War_II_casualties,
Hungary,,9/1/39,8/31/45,340000,569000,,454500.0,,1,,holocaust-jewish,,wikipedia totals (holo vs country seem to contradict),http://en.wikipedia.org/wiki/World_War_II_casualties,
Iceland,,9/1/39,8/31/45,200,200,,200.0,,1,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Ireland,,9/1/39,8/31/45,200,200,,200.0,,1,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Italy,,1/1/40,12/31/40,"12,776","12,776",13217,12776.0,,0,,,,"total from wiki, yearl dist from dem res",http://en.wikipedia.org/wiki/World_War_II_casualties and http://www.demographic-research.org/volumes/vol13/15/13-15.pdf,
Italy,,1/1/41,12/31/41,"40,929","40,929",42342,40929.0,,0,,,,"total from wiki, yearl dist from dem res",http://en.wikipedia.org/wiki/World_War_II_casualties and http://www.demographic-research.org/volumes/vol13/15/13-15.pdf,
Italy,,1/1/42,12/31/42,"63,999","63,999",66209,63999.0,,0,,,,"total from wiki, yearl dist from dem res",http://en.wikipedia.org/wiki/World_War_II_casualties and http://www.demographic-research.org/volumes/vol13/15/13-15.pdf,
Italy,,1/1/43,12/31/43,"106,989","106,989",110683,106989.0,,0,,,,"total from wiki, yearl dist from dem res",http://en.wikipedia.org/wiki/World_War_II_casualties and http://www.demographic-research.org/volumes/vol13/15/13-15.pdf,
Italy,,1/1/44,12/31/44,"41,757","41,757",43199,41757.0,,0,,,,"total from wiki, yearl dist from dem res",http://en.wikipedia.org/wiki/World_War_II_casualties and http://www.demographic-research.org/volumes/vol13/15/13-15.pdf,
Italy,,1/1/45,8/31/45,"24,89","24,89",25749,24890.0,,0,,,,"total from wiki, yearl dist from dem res",http://en.wikipedia.org/wiki/World_War_II_casualties and http://www.demographic-research.org/volumes/vol13/15/13-15.pdf,
Italy,,9/1/39,8/31/45,"145,2","145,2",,145200.0,,1,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Italy,,9/1/39,8/31/45,6500,9000,8000,7750.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Latvia,,9/1/39,8/31/45,0,0,,0.0,,0,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Latvia,,9/1/39,8/31/45,159,159,,159000.0,,1,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Latvia,,9/1/39,8/31/45,70000,72000,75000,71000.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Lithuania,,9/1/39,8/31/45,"213,5","213,5",,213500.0,,1,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Lithuania,,9/1/39,8/31/45,130000,143000,145000,136500.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Luxembourg,,9/1/39,8/31/45,500,500,,500.0,,1,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Luxembourg,,9/1/39,8/31/45,1000,2000,2000,1500.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Malta,,9/1/39,8/31/45,"1,5","1,5",,1500.0,,1,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Netherlands,,9/1/39,8/31/45,17,17,,17000.0,,0,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Netherlands,,9/1/39,8/31/45,"181,5","181,5",,181500.0,,1,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Netherlands,,9/1/39,8/31/45,100000,105000,109000,102500.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Norway,,9/1/39,8/31/45,3,3,,3000.0,,0,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Norway,,9/1/39,8/31/45,"5,7","5,7",,5700.0,,1,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Norway,,9/1/39,8/31/45,800,800,1000,800.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Poland,,10/7/39,8/31/45,174,174,,174000.0,,0,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Poland,,9/1/39,8/31/45,"2,630,000","2,630,000",,2630000.0,,1,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Poland,,9/1/39,10/6/39,66,66,,66000.0,,0,,invasion-germany,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Poland,,9/1/39,8/31/45,2700000,3000000,3021000,2850000.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Romania,,6/22/41,8/31/45,300,300,,300000.0,,0,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
Romania,,9/1/39,8/31/45,296,296,,296000.0,,1,,,,wiki buffer,http://en.wikipedia.org/wiki/World_War_II_casualties,
Romania,,9/1/39,8/31/45,121000,287000,216000,204000.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Slovakia,,9/1/39,8/31/45,60000,71000,69000,65500.0,,1,,holocaust-jewish,,"no country total in wikipedia - maybew/ soviet? override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Soviet_Union,,9/1/39,8/31/45,"9,000,000","9,000,000",,9000000.0,,1,,,,need to decide on numbers,http://en.wikipedia.org/wiki/World_War_II_casualties,
Soviet_Union,,7/1/41,9/30/41,1916709,1916709,,1916709.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,10/1/41,12/31/41,907196,907196,,907196.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,1/1/42,3/31/42,607784,607784,,607784.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,4/1/42,6/30/42,758608,758608,,758608.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,7/1/42,9/30/42,1102046,1102046,,1102046.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,10/1/42,12/31/42,463957,463957,,463957.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,1/1/43,3/31/43,654043,654043,,654043.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,4/1/43,6/30/43,172714,172714,,172714.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,7/1/43,9/30/43,723470,723470,,723470.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,10/1/43,12/31/43,530960,530960,,530960.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,1/1/44,3/31/44,513685,513685,,513685.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,4/1/44,6/30/44,309832,309832,,309832.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,7/1/44,9/30/44,459711,459711,,459711.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,10/1/44,12/31/44,304274,304274,,304274.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,1/1/45,3/31/45,501769,501769,,501769.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,4/1/45,6/30/45,218966,218966,,218966.0,,0,,,,"includes returned pow, multiplied by .9",http://en.wikipedia.org/wiki/World_War_II_casualties_of_the_Soviet_Union,
Soviet_Union,,9/1/39,8/31/45,700000,1100000,954000,900000.0,,1,,holocaust-jewish,,"override hi-low-avg multiplied by 1.06, to get 5.7 million",http://en.wikipedia.org/wiki/World_War_II_casualties,
Sweden,,9/1/39,8/31/45,600,600,,600.0,,1,,,,,http://en.wikipedia.org/wiki/World_War_II_casualties,
